Country,Date,Exchange Rate ($)
Brazil,REF_AREA,BR
Russia,2022-07,115.52
Russia,2022-08,110.73
Russia,2022-09,113.9
Russia,2022-10,112.44
South Africa,REF_AREA,ZA
South Africa,1994-01,123.12
South Africa,1994-02,120.7
South Africa,1994-03,119.6
South Africa,1994-04,115.77
South Africa,1994-05,113.25
South Africa,1994-06,112.87
South Africa,1994-07,111.02
South Africa,1994-08,114.25
South Africa,1994-09,115.56
South Africa,1994-10,115.03
South Africa,1994-11,116.28
South Africa,1994-12,116.99
South Africa,1995-01,117.63
South Africa,1995-02,116.1
South Africa,1995-03,112.13
South Africa,1995-04,110.61
South Africa,1995-05,109.91
South Africa,1995-06,109.15
South Africa,1995-07,110.57
South Africa,1995-08,113.68
South Africa,1995-09,114.17
South Africa,1995-10,113.33
South Africa,1995-11,114.0
South Africa,1995-12,115.18
South Africa,1996-01,118.16
South Africa,1996-02,114.47
South Africa,1996-03,110.07
South Africa,1996-04,103.41
South Africa,1996-05,100.61
South Africa,1996-06,102.01
South Africa,1996-07,101.41
South Africa,1996-08,98.23
South Africa,1996-09,100.0
South Africa,1996-10,99.46
South Africa,1996-11,97.12
South Africa,1996-12,98.4
South Africa,1997-01,101.97
South Africa,1997-02,109.27
South Africa,1997-03,111.18
South Africa,1997-04,111.9
South Africa,1997-05,110.6
South Africa,1997-06,109.97
South Africa,1997-07,111.14
South Africa,1997-08,110.46
South Africa,1997-09,109.95
South Africa,1997-10,109.34
South Africa,1997-11,106.24
South Africa,1997-12,109.38
South Africa,1998-01,111.15
South Africa,1998-02,110.13
South Africa,1998-03,109.64
South Africa,1998-04,107.95
South Africa,1998-05,107.34
South Africa,1998-06,103.16
South Africa,1998-07,91.29
South Africa,1998-08,91.42
South Africa,1998-09,93.32
South Africa,1998-10,95.62
South Africa,1998-11,98.82
South Africa,1998-12,94.1
South Africa,1999-01,93.68
South Africa,1999-02,93.66
South Africa,1999-03,93.64
South Africa,1999-04,95.07
South Africa,1999-05,94.33
South Africa,1999-06,97.12
South Africa,1999-07,97.17
South Africa,1999-08,94.78
South Africa,1999-09,95.71
South Africa,1999-10,94.24
South Africa,1999-11,94.94
South Africa,1999-12,95.54
South Africa,2000-01,96.78
South Africa,2000-02,94.86
South Africa,2000-03,93.87
South Africa,2000-04,93.28
South Africa,2000-05,90.62
South Africa,2000-06,90.65
South Africa,2000-07,92.58
South Africa,2000-08,93.24
South Africa,2000-09,92.23
South Africa,2000-10,89.51
South Africa,2000-11,87.57
South Africa,2000-12,86.62
South Africa,2001-01,85.09
South Africa,2001-02,85.58
South Africa,2001-03,86.4
South Africa,2001-04,85.44
South Africa,2001-05,87.19
South Africa,2001-06,87.72
South Africa,2001-07,86.21
South Africa,2001-08,82.86
South Africa,2001-09,79.07
South Africa,2001-10,74.08
South Africa,2001-11,71.61
South Africa,2001-12,60.3
South Africa,2002-01,61.92
South Africa,2002-02,63.68
South Africa,2002-03,63.54
South Africa,2002-04,66.44
South Africa,2002-05,71.7
South Africa,2002-06,70.43
South Africa,2002-07,70.38
South Africa,2002-08,67.95
South Africa,2002-09,68.46
South Africa,2002-10,71.75
South Africa,2002-11,75.83
South Africa,2002-12,81.13
South Africa,2003-01,82.15
South Africa,2003-02,85.35
South Africa,2003-03,88.47
South Africa,2003-04,92.79
South Africa,2003-05,89.19
South Africa,2003-06,86.11
South Africa,2003-07,91.35
South Africa,2003-08,94.48
South Africa,2003-09,93.87
South Africa,2003-10,95.15
South Africa,2003-11,97.64
South Africa,2003-12,98.51
South Africa,2004-01,90.97
South Africa,2004-02,93.55
South Africa,2004-03,97.28
South Africa,2004-04,98.61
South Africa,2004-05,96.36
South Africa,2004-06,100.93
South Africa,2004-07,105.78
South Africa,2004-08,100.71
South Africa,2004-09,98.86
South Africa,2004-10,99.9
South Africa,2004-11,103.33
South Africa,2004-12,106.54
South Africa,2005-01,103.55
South Africa,2005-02,102.67
South Africa,2005-03,102.44
South Africa,2005-04,101.77
South Africa,2005-05,99.37
South Africa,2005-06,95.08
South Africa,2005-07,97.45
South Africa,2005-08,99.82
South Africa,2005-09,101.47
South Africa,2005-10,99.29
South Africa,2005-11,99.53
South Africa,2005-12,103.62
South Africa,2006-01,107.01
South Africa,2006-02,107.11
South Africa,2006-03,104.95
South Africa,2006-04,106.56
South Africa,2006-05,100.08
South Africa,2006-06,92.34
South Africa,2006-07,91.84
South Africa,2006-08,93.54
South Africa,2006-09,87.93
South Africa,2006-10,85.99
South Africa,2006-11,89.14
South Africa,2006-12,90.62
South Africa,2007-01,90.58
South Africa,2007-02,89.97
South Africa,2007-03,87.43
South Africa,2007-04,90.1
South Africa,2007-05,91.43
South Africa,2007-06,90.41
South Africa,2007-07,92.35
South Africa,2007-08,89.71
South Africa,2007-09,90.24
South Africa,2007-10,93.83
South Africa,2007-11,92.79
South Africa,2007-12,92.17
South Africa,2008-01,90.46
South Africa,2008-02,82.43
South Africa,2008-03,77.75
South Africa,2008-04,79.07
South Africa,2008-05,81.63
South Africa,2008-06,79.17
South Africa,2008-07,82.61
South Africa,2008-08,85.22
South Africa,2008-09,83.34
South Africa,2008-10,72.2
South Africa,2008-11,72.01
South Africa,2008-12,71.62
South Africa,2009-01,73.14
South Africa,2009-02,74.57
South Africa,2009-03,76.05
South Africa,2009-04,83.07
South Africa,2009-05,87.12
South Africa,2009-06,89.85
South Africa,2009-07,91.59
South Africa,2009-08,90.48
South Africa,2009-09,95.04
South Africa,2009-10,94.24
South Africa,2009-11,93.08
South Africa,2009-12,94.31
South Africa,2010-01,95.51
South Africa,2010-02,94.89
South Africa,2010-03,98.64
South Africa,2010-04,99.41
South Africa,2010-05,98.7
South Africa,2010-06,99.83
South Africa,2010-07,99.46
South Africa,2010-08,101.43
South Africa,2010-09,102.45
South Africa,2010-10,102.22
South Africa,2010-11,101.96
South Africa,2010-12,105.49
South Africa,2011-01,103.23
South Africa,2011-02,98.53
South Africa,2011-03,101.87
South Africa,2011-04,103.17
South Africa,2011-05,101.25
South Africa,2011-06,102.52
South Africa,2011-07,103.09
South Africa,2011-08,98.73
South Africa,2011-09,94.79
South Africa,2011-10,90.69
South Africa,2011-11,89.38
South Africa,2011-12,90.2
South Africa,2012-01,92.66
South Africa,2012-02,95.8
South Africa,2012-03,97.57
South Africa,2012-04,94.93
South Africa,2012-05,92.51
South Africa,2012-06,91.81
South Africa,2012-07,93.91
South Africa,2012-08,92.96
South Africa,2012-09,91.56
South Africa,2012-10,87.81
South Africa,2012-11,87.0
South Africa,2012-12,88.23
South Africa,2013-01,86.71
South Africa,2013-02,86.59
South Africa,2013-03,85.76
South Africa,2013-04,86.67
South Africa,2013-05,84.35
South Africa,2013-06,78.88
South Africa,2013-07,81.16
South Africa,2013-08,79.46
South Africa,2013-09,80.04
South Africa,2013-10,79.67
South Africa,2013-11,78.24
South Africa,2013-12,76.73
South Africa,2014-01,74.18
South Africa,2014-02,73.9
South Africa,2014-03,76.07
South Africa,2014-04,77.59
South Africa,2014-05,78.59
South Africa,2014-06,77.24
South Africa,2014-07,77.88
South Africa,2014-08,78.7
South Africa,2014-09,77.52
South Africa,2014-10,77.78
South Africa,2014-11,78.86
South Africa,2014-12,77.08
South Africa,2015-01,78.49
South Africa,2015-02,79.26
South Africa,2015-03,78.44
South Africa,2015-04,79.24
South Africa,2015-05,78.45
South Africa,2015-06,76.89
South Africa,2015-07,77.58
South Africa,2015-08,75.32
South Africa,2015-09,71.38
South Africa,2015-10,71.89
South Africa,2015-11,70.15
South Africa,2015-12,66.24
South Africa,2016-01,62.29
South Africa,2016-02,64.32
South Africa,2016-03,65.39
South Africa,2016-04,68.6
South Africa,2016-05,65.68
South Africa,2016-06,67.16
South Africa,2016-07,71.64
South Africa,2016-08,74.22
South Africa,2016-09,72.75
South Africa,2016-10,74.53
South Africa,2016-11,76.11
South Africa,2016-12,77.88
South Africa,2017-01,79.73
South Africa,2017-02,82.03
South Africa,2017-03,83.96
South Africa,2017-04,79.99
South Africa,2017-05,80.52
South Africa,2017-06,82.19
South Africa,2017-07,80.12
South Africa,2017-08,78.28
South Africa,2017-09,78.23
South Africa,2017-10,75.98
South Africa,2017-11,74.07
South Africa,2017-12,79.26
South Africa,2018-01,83.5
South Africa,2018-02,85.62
South Africa,2018-03,85.75
South Africa,2018-04,84.77
South Africa,2018-05,83.66
South Africa,2018-06,80.01
South Africa,2018-07,81.04
South Africa,2018-08,77.63
South Africa,2018-09,74.12
South Africa,2018-10,76.28
South Africa,2018-11,79.09
South Africa,2018-12,77.94
South Africa,2019-01,79.43
South Africa,2019-02,79.94
South Africa,2019-03,77.37
South Africa,2019-04,79.07
South Africa,2019-05,78.34
South Africa,2019-06,77.3
South Africa,2019-07,80.63
South Africa,2019-08,75.75
South Africa,2019-09,77.75
South Africa,2019-10,76.7
South Africa,2019-11,77.17
South Africa,2019-12,78.87
South Africa,2020-01,78.94
South Africa,2020-02,77.22
South Africa,2020-03,70.48
South Africa,2020-04,63.98
South Africa,2020-05,64.95
South Africa,2020-06,67.82
South Africa,2020-07,69.3
South Africa,2020-08,66.45
South Africa,2020-09,68.24
South Africa,2020-10,69.43
South Africa,2020-11,72.84
South Africa,2020-12,74.67
South Africa,2021-01,73.3
South Africa,2021-02,75.31
South Africa,2021-03,75.57
South Africa,2021-04,78.79
South Africa,2021-05,79.77
South Africa,2021-06,80.83
South Africa,2021-07,79.1
South Africa,2021-08,78.01
South Africa,2021-09,78.96
South Africa,2021-10,77.7
South Africa,2021-11,74.88
South Africa,2021-12,73.92
South Africa,2022-01,75.34
South Africa,2022-02,76.31
South Africa,2022-03,78.64
South Africa,2022-04,79.39
South Africa,2022-05,76.91
South Africa,2022-06,78.03
South Africa,2022-07,75.58
South Africa,2022-08,76.31
South Africa,2022-09,74.1
South Africa,2022-10,72.56
Germany,REF_AREA,DE
Germany,1964-01,100.15
Germany,1964-02,100.33
Germany,1964-03,100.14
Germany,1964-04,99.35
Germany,1964-05,100.0
Germany,1964-06,99.58
Germany,1964-07,99.37
Germany,1964-08,99.01
Germany,1964-09,98.46
Germany,1964-10,98.31
Germany,1964-11,98.52
Germany,1964-12,99.01
Germany,1965-01,98.58
Germany,1965-02,98.42
Germany,1965-03,98.72
Germany,1965-04,98.36
Germany,1965-05,97.97
Germany,1965-06,97.81
Germany,1965-07,97.89
Germany,1965-08,97.48
Germany,1965-09,97.18
Germany,1965-10,97.55
Germany,1965-11,97.91
Germany,1965-12,97.99
Germany,1966-01,97.76
Germany,1966-02,97.69
Germany,1966-03,97.77
Germany,1966-04,97.82
Germany,1966-05,97.45
Germany,1966-06,97.54
Germany,1966-07,97.81
Germany,1966-08,97.41
Germany,1966-09,97.28
Germany,1966-10,97.42
Germany,1966-11,98.22
Germany,1966-12,98.38
Germany,1967-01,98.06
Germany,1967-02,97.97
Germany,1967-03,97.84
Germany,1967-04,97.44
Germany,1967-05,97.34
Germany,1967-06,97.07
Germany,1967-07,96.3
Germany,1967-08,95.43
Germany,1967-09,95.01
Germany,1967-10,95.19
Germany,1967-11,96.27
Germany,1967-12,97.45
Germany,1968-01,97.45
Germany,1968-02,97.53
Germany,1968-03,97.62
Germany,1968-04,97.42
Germany,1968-05,97.34
Germany,1968-06,96.92
Germany,1968-07,96.47
Germany,1968-08,95.78
Germany,1968-09,96.42
Germany,1968-10,95.99
Germany,1968-11,96.54
Germany,1968-12,96.0
Germany,1969-01,95.29
Germany,1969-02,95.15
Germany,1969-03,94.93
Germany,1969-04,94.61
Germany,1969-05,95.27
Germany,1969-06,94.76
Germany,1969-07,94.47
Germany,1969-08,95.27
Germany,1969-09,95.87
Germany,1969-10,101.53
Germany,1969-11,102.55
Germany,1969-12,102.93
Germany,1970-01,103.31
Germany,1970-02,103.1
Germany,1970-03,103.37
Germany,1970-04,104.04
Germany,1970-05,104.1
Germany,1970-06,104.0
Germany,1970-07,103.53
Germany,1970-08,103.11
Germany,1970-09,102.51
Germany,1970-10,102.25
Germany,1970-11,102.33
Germany,1970-12,102.21
Germany,1971-01,102.62
Germany,1971-02,103.21
Germany,1971-03,103.09
Germany,1971-04,102.98
Germany,1971-05,104.68
Germany,1971-06,105.84
Germany,1971-07,106.79
Germany,1971-08,107.55
Germany,1971-09,107.56
Germany,1971-10,107.91
Germany,1971-11,107.36
Germany,1971-12,107.56
Germany,1972-01,107.74
Germany,1972-02,108.06
Germany,1972-03,108.25
Germany,1972-04,108.04
Germany,1972-05,107.31
Germany,1972-06,107.36
Germany,1972-07,108.32
Germany,1972-08,106.84
Germany,1972-09,107.19
Germany,1972-10,106.72
Germany,1972-11,107.17
Germany,1972-12,107.26
Germany,1973-01,107.72
Germany,1973-02,109.3
Germany,1973-03,112.35
Germany,1973-04,112.37
Germany,1973-05,112.72
Germany,1973-06,118.68
Germany,1973-07,126.47
Germany,1973-08,123.33
Germany,1973-09,122.23
Germany,1973-10,121.25
Germany,1973-11,118.2
Germany,1973-12,117.44
Germany,1974-01,115.4
Germany,1974-02,116.48
Germany,1974-03,116.6
Germany,1974-04,118.82
Germany,1974-05,119.75
Germany,1974-06,114.99
Germany,1974-07,114.6
Germany,1974-08,112.25
Germany,1974-09,109.88
Germany,1974-10,110.85
Germany,1974-11,112.55
Germany,1974-12,112.88
Germany,1975-01,114.55
Germany,1975-02,114.22
Germany,1975-03,113.42
Germany,1975-04,111.58
Germany,1975-05,111.2
Germany,1975-06,111.61
Germany,1975-07,109.31
Germany,1975-08,106.76
Germany,1975-09,106.1
Germany,1975-10,106.44
Germany,1975-11,105.98
Germany,1975-12,105.03
Germany,1976-01,105.71
Germany,1976-02,108.63
Germany,1976-03,110.35
Germany,1976-04,111.77
Germany,1976-05,110.05
Germany,1976-06,109.76
Germany,1976-07,109.07
Germany,1976-08,110.35
Germany,1976-09,110.7
Germany,1976-10,112.68
Germany,1976-11,113.22
Germany,1976-12,113.39
Germany,1977-01,113.29
Germany,1977-02,112.44
Germany,1977-03,112.26
Germany,1977-04,112.05
Germany,1977-05,112.1
Germany,1977-06,111.8
Germany,1977-07,113.64
Germany,1977-08,112.1
Germany,1977-09,111.66
Germany,1977-10,111.65
Germany,1977-11,112.09
Germany,1977-12,114.46
Germany,1978-01,114.6
Germany,1978-02,115.92
Germany,1978-03,116.51
Germany,1978-04,115.33
Germany,1978-05,113.3
Germany,1978-06,112.66
Germany,1978-07,110.89
Germany,1978-08,110.49
Germany,1978-09,110.24
Germany,1978-10,113.42
Germany,1978-11,113.07
Germany,1978-12,113.9
Germany,1979-01,114.95
Germany,1979-02,114.39
Germany,1979-03,114.09
Germany,1979-04,112.68
Germany,1979-05,112.13
Germany,1979-06,112.48
Germany,1979-07,112.46
Germany,1979-08,111.76
Germany,1979-09,112.33
Germany,1979-10,112.62
Germany,1979-11,113.97
Germany,1979-12,113.89
Germany,1980-01,112.58
Germany,1980-02,112.24
Germany,1980-03,109.97
Germany,1980-04,108.66
Germany,1980-05,109.27
Germany,1980-06,108.6
Germany,1980-07,108.21
Germany,1980-08,106.71
Germany,1980-09,105.31
Germany,1980-10,102.99
Germany,1980-11,101.66
Germany,1980-12,101.07
Germany,1981-01,99.53
Germany,1981-02,97.93
Germany,1981-03,99.63
Germany,1981-04,99.04
Germany,1981-05,97.46
Germany,1981-06,96.46
Germany,1981-07,95.92
Germany,1981-08,95.17
Germany,1981-09,96.86
Germany,1981-10,99.62
Germany,1981-11,99.29
Germany,1981-12,98.52
Germany,1982-01,98.41
Germany,1982-02,97.73
Germany,1982-03,98.59
Germany,1982-04,98.86
Germany,1982-05,99.87
Germany,1982-06,100.4
Germany,1982-07,100.35
Germany,1982-08,99.95
Germany,1982-09,99.79
Germany,1982-10,100.32
Germany,1982-11,100.43
Germany,1982-12,102.44
Germany,1983-01,102.59
Germany,1983-02,102.05
Germany,1983-03,103.47
Germany,1983-04,102.84
Germany,1983-05,101.88
Germany,1983-06,101.12
Germany,1983-07,100.63
Germany,1983-08,99.73
Germany,1983-09,99.6
Germany,1983-10,100.0
Germany,1983-11,98.75
Germany,1983-12,98.21
Germany,1984-01,97.3
Germany,1984-02,98.61
Germany,1984-03,99.37
Germany,1984-04,98.39
Germany,1984-05,97.05
Germany,1984-06,97.57
Germany,1984-07,96.61
Germany,1984-08,95.61
Germany,1984-09,94.13
Germany,1984-10,94.05
Germany,1984-11,94.52
Germany,1984-12,93.56
Germany,1985-01,93.47
Germany,1985-02,92.8
Germany,1985-03,92.54
Germany,1985-04,93.32
Germany,1985-05,92.74
Germany,1985-06,92.8
Germany,1985-07,93.59
Germany,1985-08,94.99
Germany,1985-09,94.43
Germany,1985-10,95.59
Germany,1985-11,95.69
Germany,1985-12,96.86
Germany,1986-01,97.88
Germany,1986-02,98.51
Germany,1986-03,98.63
Germany,1986-04,98.35
Germany,1986-05,98.41
Germany,1986-06,98.42
Germany,1986-07,99.14
Germany,1986-08,100.41
Germany,1986-09,100.73
Germany,1986-10,101.34
Germany,1986-11,101.29
Germany,1986-12,101.87
Germany,1987-01,104.24
Germany,1987-02,104.54
Germany,1987-03,103.44
Germany,1987-04,102.78
Germany,1987-05,102.79
Germany,1987-06,102.5
Germany,1987-07,102.13
Germany,1987-08,101.41
Germany,1987-09,101.19
Germany,1987-10,101.04
Germany,1987-11,102.94
Germany,1987-12,103.14
Germany,1988-01,102.89
Germany,1988-02,102.17
Germany,1988-03,101.75
Germany,1988-04,101.21
Germany,1988-05,100.74
Germany,1988-06,99.94
Germany,1988-07,98.77
Germany,1988-08,97.76
Germany,1988-09,98.23
Germany,1988-10,98.22
Germany,1988-11,98.75
Germany,1988-12,98.39
Germany,1989-01,97.68
Germany,1989-02,97.37
Germany,1989-03,97.22
Germany,1989-04,97.18
Germany,1989-05,96.23
Germany,1989-06,96.37
Germany,1989-07,96.72
Germany,1989-08,95.95
Germany,1989-09,95.57
Germany,1989-10,97.12
Germany,1989-11,98.11
Germany,1989-12,100.09
Germany,1990-01,100.59
Germany,1990-02,100.5
Germany,1990-03,99.96
Germany,1990-04,99.87
Germany,1990-05,99.58
Germany,1990-06,98.81
Germany,1990-07,98.55
Germany,1990-08,99.04
Germany,1990-09,98.45
Germany,1990-10,98.82
Germany,1990-11,99.46
Germany,1990-12,100.16
Germany,1991-01,99.23
Germany,1991-02,99.57
Germany,1991-03,97.71
Germany,1991-04,95.59
Germany,1991-05,95.56
Germany,1991-06,95.35
Germany,1991-07,95.97
Germany,1991-08,96.27
Germany,1991-09,96.51
Germany,1991-10,97.72
Germany,1991-11,98.84
Germany,1991-12,100.04
Germany,1992-01,99.86
Germany,1992-02,99.42
Germany,1992-03,99.28
Germany,1992-04,99.31
Germany,1992-05,99.25
Germany,1992-06,99.94
Germany,1992-07,101.61
Germany,1992-08,102.43
Germany,1992-09,103.57
Germany,1992-10,105.03
Germany,1992-11,103.84
Germany,1992-12,104.98
Germany,1993-01,106.29
Germany,1993-02,106.97
Germany,1993-03,106.74
Germany,1993-04,106.67
Germany,1993-05,105.67
Germany,1993-06,104.7
Germany,1993-07,104.6
Germany,1993-08,105.87
Germany,1993-09,107.43
Germany,1993-10,107.32
Germany,1993-11,105.89
Germany,1993-12,105.52
Germany,1994-01,104.45
Germany,1994-02,104.52
Germany,1994-03,105.63
Germany,1994-04,104.86
Germany,1994-05,105.84
Germany,1994-06,106.55
Germany,1994-07,107.74
Germany,1994-08,108.1
Germany,1994-09,107.39
Germany,1994-10,107.53
Germany,1994-11,107.52
Germany,1994-12,107.68
Germany,1995-01,109.07
Germany,1995-02,110.39
Germany,1995-03,113.73
Germany,1995-04,113.43
Germany,1995-05,111.82
Germany,1995-06,111.74
Germany,1995-07,112.34
Germany,1995-08,110.47
Germany,1995-09,110.16
Germany,1995-10,111.53
Germany,1995-11,111.17
Germany,1995-12,110.6
Germany,1996-01,109.92
Germany,1996-02,110.21
Germany,1996-03,109.09
Germany,1996-04,107.61
Germany,1996-05,106.54
Germany,1996-06,106.86
Germany,1996-07,107.66
Germany,1996-08,108.21
Germany,1996-09,107.09
Germany,1996-10,106.03
Germany,1996-11,105.97
Germany,1996-12,105.25
Germany,1997-01,104.87
Germany,1997-02,103.99
Germany,1997-03,103.73
Germany,1997-04,102.89
Germany,1997-05,102.73
Germany,1997-06,101.89
Germany,1997-07,101.16
Germany,1997-08,100.63
Germany,1997-09,101.35
Germany,1997-10,101.78
Germany,1997-11,102.42
Germany,1997-12,102.87
Germany,1998-01,102.78
Germany,1998-02,102.39
Germany,1998-03,101.67
Germany,1998-04,101.89
Germany,1998-05,103.1
Germany,1998-06,103.25
Germany,1998-07,103.64
Germany,1998-08,104.0
Germany,1998-09,104.64
Germany,1998-10,104.75
Germany,1998-11,103.84
Germany,1998-12,103.93
Germany,1999-01,103.23
Germany,1999-02,102.11
Germany,1999-03,101.03
Germany,1999-04,100.5
Germany,1999-05,100.19
Germany,1999-06,99.46
Germany,1999-07,100.0
Germany,1999-08,99.97
Germany,1999-09,98.57
Germany,1999-10,98.77
Germany,1999-11,97.77
Germany,1999-12,97.01
Germany,2000-01,97.35
Germany,2000-02,96.38
Germany,2000-03,95.21
Germany,2000-04,94.24
Germany,2000-05,93.13
Germany,2000-06,94.71
Germany,2000-07,94.92
Germany,2000-08,93.34
Germany,2000-09,92.08
Germany,2000-10,91.3
Germany,2000-11,91.61
Germany,2000-12,93.89
Germany,2001-01,95.46
Germany,2001-02,95.19
Germany,2001-03,94.86
Germany,2001-04,94.41
Germany,2001-05,93.52
Germany,2001-06,92.93
Germany,2001-07,93.59
Germany,2001-08,94.47
Germany,2001-09,94.38
Germany,2001-10,94.28
Germany,2001-11,93.53
Germany,2001-12,94.89
Germany,2002-01,94.6
Germany,2002-02,94.35
Germany,2002-03,94.19
Germany,2002-04,93.85
Germany,2002-05,94.48
Germany,2002-06,95.48
Germany,2002-07,96.25
Germany,2002-08,95.67
Germany,2002-09,95.53
Germany,2002-10,95.42
Germany,2002-11,95.46
Germany,2002-12,96.79
Germany,2003-01,97.65
Germany,2003-02,98.45
Germany,2003-03,98.27
Germany,2003-04,98.24
Germany,2003-05,99.72
Germany,2003-06,100.28
Germany,2003-07,99.92
Germany,2003-08,99.12
Germany,2003-09,98.65
Germany,2003-10,99.32
Germany,2003-11,99.06
Germany,2003-12,101.0
Germany,2004-01,101.47
Germany,2004-02,101.33
Germany,2004-03,100.52
Germany,2004-04,99.72
Germany,2004-05,100.06
Germany,2004-06,99.97
Germany,2004-07,100.55
Germany,2004-08,100.4
Germany,2004-09,100.11
Germany,2004-10,100.35
Germany,2004-11,100.79
Germany,2004-12,102.61
Germany,2005-01,101.53
Germany,2005-02,101.21
Germany,2005-03,101.43
Germany,2005-04,100.41
Germany,2005-05,99.88
Germany,2005-06,98.95
Germany,2005-07,99.53
Germany,2005-08,99.69
Germany,2005-09,99.17
Germany,2005-10,98.98
Germany,2005-11,98.54
Germany,2005-12,99.38
Germany,2006-01,99.31
Germany,2006-02,99.23
Germany,2006-03,99.21
Germany,2006-04,99.45
Germany,2006-05,99.57
Germany,2006-06,99.81
Germany,2006-07,100.29
Germany,2006-08,100.07
Germany,2006-09,99.71
Germany,2006-10,99.65
Germany,2006-11,99.99
Germany,2006-12,101.18
Germany,2007-01,101.14
Germany,2007-02,101.51
Germany,2007-03,101.57
Germany,2007-04,102.03
Germany,2007-05,101.86
Germany,2007-06,101.73
Germany,2007-07,102.67
Germany,2007-08,102.19
Germany,2007-09,102.65
Germany,2007-10,102.97
Germany,2007-11,103.77
Germany,2007-12,104.31
Germany,2008-01,104.13
Germany,2008-02,104.09
Germany,2008-03,105.08
Germany,2008-04,105.09
Germany,2008-05,104.92
Germany,2008-06,104.87
Germany,2008-07,105.67
Germany,2008-08,104.35
Germany,2008-09,103.35
Germany,2008-10,101.62
Germany,2008-11,101.3
Germany,2008-12,104.02
Germany,2009-01,103.39
Germany,2009-02,102.93
Germany,2009-03,103.73
Germany,2009-04,103.24
Germany,2009-05,103.16
Germany,2009-06,103.87
Germany,2009-07,104.27
Germany,2009-08,104.21
Germany,2009-09,104.32
Germany,2009-10,104.68
Germany,2009-11,104.25
Germany,2009-12,104.62
Germany,2010-01,103.02
Germany,2010-02,101.98
Germany,2010-03,101.73
Germany,2010-04,100.76
Germany,2010-05,99.04
Germany,2010-06,98.07
Germany,2010-07,99.11
Germany,2010-08,98.87
Germany,2010-09,98.72
Germany,2010-10,100.18
Germany,2010-11,99.72
Germany,2010-12,98.79
Germany,2011-01,98.47
Germany,2011-02,99.2
Germany,2011-03,99.79
Germany,2011-04,100.29
Germany,2011-05,99.47
Germany,2011-06,99.6
Germany,2011-07,99.25
Germany,2011-08,98.96
Germany,2011-09,98.53
Germany,2011-10,98.52
Germany,2011-11,98.29
Germany,2011-12,97.65
Germany,2012-01,96.56
Germany,2012-02,97.38
Germany,2012-03,97.59
Germany,2012-04,96.85
Germany,2012-05,96.03
Germany,2012-06,95.61
Germany,2012-07,95.18
Germany,2012-08,95.14
Germany,2012-09,95.9
Germany,2012-10,96.05
Germany,2012-11,96.12
Germany,2012-12,97.09
Germany,2013-01,97.65
Germany,2013-02,98.55
Germany,2013-03,97.85
Germany,2013-04,97.63
Germany,2013-05,98.17
Germany,2013-06,98.65
Germany,2013-07,99.08
Germany,2013-08,99.26
Germany,2013-09,98.99
Germany,2013-10,99.33
Germany,2013-11,99.47
Germany,2013-12,100.32
Germany,2014-01,99.92
Germany,2014-02,100.03
Germany,2014-03,100.28
Germany,2014-04,99.72
Germany,2014-05,99.12
Germany,2014-06,98.98
Germany,2014-07,99.07
Germany,2014-08,98.79
Germany,2014-09,98.1
Germany,2014-10,97.52
Germany,2014-11,97.85
Germany,2014-12,98.08
Germany,2015-01,95.57
Germany,2015-02,94.96
Germany,2015-03,93.69
Germany,2015-04,93.58
Germany,2015-05,94.33
Germany,2015-06,94.67
Germany,2015-07,94.61
Germany,2015-08,95.42
Germany,2015-09,95.73
Germany,2015-10,95.49
Germany,2015-11,93.67
Germany,2015-12,94.34
Germany,2016-01,94.6
Germany,2016-02,95.4
Germany,2016-03,95.25
Germany,2016-04,95.48
Germany,2016-05,95.74
Germany,2016-06,95.42
Germany,2016-07,95.9
Germany,2016-08,95.94
Germany,2016-09,95.99
Germany,2016-10,96.02
Germany,2016-11,95.03
Germany,2016-12,95.03
Germany,2017-01,94.68
Germany,2017-02,94.57
Germany,2017-03,94.71
Germany,2017-04,94.56
Germany,2017-05,95.61
Germany,2017-06,96.41
Germany,2017-07,97.55
Germany,2017-08,98.31
Germany,2017-09,98.38
Germany,2017-10,97.98
Germany,2017-11,97.54
Germany,2017-12,98.08
Germany,2018-01,98.09
Germany,2018-02,98.26
Germany,2018-03,98.55
Germany,2018-04,98.41
Germany,2018-05,98.11
Germany,2018-06,97.86
Germany,2018-07,98.32
Germany,2018-08,97.88
Germany,2018-09,98.25
Germany,2018-10,97.85
Germany,2018-11,97.11
Germany,2018-12,97.35
Germany,2019-01,96.62
Germany,2019-02,96.52
Germany,2019-03,96.29
Germany,2019-04,96.74
Germany,2019-05,96.92
Germany,2019-06,97.41
Germany,2019-07,97.66
Germany,2019-08,97.3
Germany,2019-09,96.88
Germany,2019-10,96.83
Germany,2019-11,95.91
Germany,2019-12,96.19
Germany,2020-01,95.68
Germany,2020-02,95.49
Germany,2020-03,96.87
Germany,2020-04,96.86
Germany,2020-05,96.83
Germany,2020-06,97.88
Germany,2020-07,97.62
Germany,2020-08,98.21
Germany,2020-09,98.05
Germany,2020-10,97.81
Germany,2020-11,96.89
Germany,2020-12,97.8
Germany,2021-01,98.19
Germany,2021-02,98.37
Germany,2021-03,98.16
Germany,2021-04,98.51
Germany,2021-05,98.95
Germany,2021-06,98.78
Germany,2021-07,99.04
Germany,2021-08,98.52
Germany,2021-09,98.42
Germany,2021-10,97.75
Germany,2021-11,96.62
